"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"1881","Lau Lawrence","9.05e+14","It has been more than 35 years since I got my postgraduate degree and had my first child which mum was seen carrying.               Flashing back to today, I am a successful entrepreneur while Mum who has over the years taken excellent care of my babe till she has now graduated and contributing to society.                All these are only made possible with mum's unconditional love and sacrifices over all those years and like the chinese saying :"" "" which means in a household if there is a senior elderly person ,the latter is gem"" .This is indeed very true as Mum with her invaluable experiences and advices,my wife and I can work peacefully and excel in our job and with Mum in charge of the house everything and anything automatically falls in place.             Thank you for this ride with my family and I want to thank Grab for this chance to express my greatest appreciation to this special woman in my life.                 Real love for mom should not be held back to be expressed only on Mother's Day hence to really love my mum sincerely and display my heartfelt appreciation,I will do things to show that I love  and care for her on a daily basis and this $350 worth of free justGrab rides is solely for you,Mum.              Happy Mother's Day! #ridingwithmumSG","818443518307634_820926058059380","positive",2017-05-13 02:04:39,2017-05-13 18:04:39,"2017-5-13",18,6,221,2.21739130434783,0,0,21,0
"1882","Starlene Pong","8.54e+14","Dearest Mummy,  No mothers are the same but in my eyes you are the best mum in the world because  1.You love me from the heart. 2.You comfort me when things go wrong. 3.You forgive me when I mess up. 4.You unselfishly share your wisdom and understanding. 5.You listen as if I am the only person in the world. 6.You inspire me to do my best. 7.You teach me about God's love. 8.You make our house a home. 9.You always believe in me and the list is non exhaustive.  My journey with you when I was a baby in your hands (see top photo) till todate when you have become a grandma and I myself am a mother of 3 grown up adultsis indeed a beautiful  story of my memories and I would like thank Grab for this chance to share the kinship and love between us in the ride with you Mom through the journey in our lives.  Happy Mother's Day!  #ridingwithmumSG","818443518307634_820660201419299","positive",2017-05-12 13:49:13,2017-05-13 05:49:13,"2017-5-13",5,6,163,1.63157894736842,0,3,15,0
"1883","Lianchoo Low","4.76e+14","Riding with Mum through my Life journeys versus riding together with Grab?  Honestly, Mum, from a humble background, never travels in a taxi nor gives me an opportunity to travel together in a cab as it is too costly n we must save for 'rainy days'!  So we always travel together by buses.   At a tender age. I always accompanied Mum wherever she went: to the market, temples or visiting relatives till my marriage in Sep 1977. We were very very close!  The old photo showed me, a young sweet girl at 14 with Mum at Ah Gong's house at Albert Street, after an hour journey from my kampong at Bukit Teresa. We had to walk 20 mins to the busstop but surprisingly then, I never complained because it was fun being with your loved one! When young, I don't resemble Mum. :)  The newer photo was taken last Jul at Alive Museum to celebrate Mum's birthday with my Dad and two Brothers. One Brother was the chauffeur then.  We chose Alive Museum because we wanted our parents to try being creative; to pose with whatever there! Something parents had never done before.   Indeed, it was really fun seeing Mum laughing loudly there.  But I still loved this photo best of all. The backdrop of a BIG RED LOVE of leaves gave me the courage to tell Mum the three golden words 'I LOVE YOU!'  That was our glorious moments!   At their twilight years (86 and 91) for the past seven years, we have weekly outings to the movies, shopping malls followed by lunch. We know that they look forward to these.  Take a closer look at this photo. Now at 62, I really resemble Mum: our size and full round faces!   Hope to win free JustGrab rides to change her mindset: that the cab rides are very comfortable especially for their ages, very convenient, very fast and actually affordable!   Pampering Mum with a bouquet of carnations, cake or dinner are pretty common but blessing  her with free taxi rides is INDEED UNIQUE!  She's a special Mum so she deserves special moments!  Thank you, Mom: for giving me the gift of life, caring diligently for me as a premature baby and teaching me patiently moral values, nursed me often when I had very bad asthmatic attacks especially in the middle of the night. Yet not a word of complaint nor thought of abandoning this baby/child and your SLEEPLESS NIGHTS didn't affect your cherry performance the next day as a housewife and Mum to five kids. Kudos to you, Mum!  When I lost my first foetus followed by 6 months of aggressive treatments in 1978, you were there with me, for me, urging me to be optimistic and to nourish me well you cooked delicious meals for me as this was my 'confinement month'! My world nearly collapsed then!  It was you who tenderly and slowly guided me through my  life's most difficult period! My depressive and crying bouts, for months, must have worried you terribly, yet you forced herself to put on a brave front for my sake! Thank you, Mum for being my PILLAR OF SUPPORT and riding with me through my deepest LOW in life!  Your unconditional selfless love, cheerful disposition, and forgiveness for my mistakes, greatly touched me!  There were times when I was disobedient and drove you up the wall, yet you patiently explained to me after your punishment.  How could I not improve to be a better person to repay your love and kindness?  I controlled my temper and learnt from you the virtues of patience, tolerance and perseverance. These are your strength. Your good characteristic traits!   No wonder people commented that MOTHER'S LOVE IS THE GREATEST IN THE WORLD!   Mom, I am proud of you, elated to have you as my Mom and never ever will trade you for other woman!  Now, in your twilight years, it's my turn to cherish and support you anytime!  HAPPY MOTHER'S DAY!  TO MY SUPERMOM!  My WONDERWOMAN!  Let's grab this opportunity to ride Grab taxi FOR FREE! Cheers!!  Thanks for your fabulous giveaway! To pamper the most important WOMAN in my life!  Liked and shared.  #ridingwithmumSG  Phuong T  Tang Xiao Rong  Rachel Hor  Bernard Lai","818443518307634_820149888136997","positive",2017-05-11 16:01:44,2017-05-12 08:01:44,"2017-5-12",8,5,708,1.42647058823529,0,15,51,4
"1884","Elena Tang WenFang","8.78e+14","More than 40 years ago I was still a scrawny girl living in a poor country side in Fujian ,China and mum did a lot of chores like tiling the land,feeding the fowls,growing and watering the crops,picking and selecting seeds for sowing again to ensure optimum growth of cash crops for sale to feed the family.              With the hardship experienced,Mum developed and instilled in me too such good traits as kindness,compassion and dedication for which she earned everyone's respect from the countryside we once lived.                Time flies like the flicked pages of a book as I am now happily married and have become a Simgapore Citizen together with mum.              Time has changed my face and mum's face too but it has not changed our love for each other.  I am  now the proud mother of a 8 year old boy and glad that at least I am doing a small part of National Service by contributing to the dwindling Singapore's population.I may opt for more children in line with Singapore Government's procreation policies and of course not forgetting mum's ever ready assistance.  Thank you Mum for taking this long ride all the way from China and accompanying me and finally making this little red dot our beloved country for all of us to sink our roots here.  Mum I hope to win so that being a very thrifty person you will  complain no more about the high transport cost when moving about in Singapore and this is made possible with the compliments of Grab.  #ridingwithmumSG","818443518307634_820525371432782","positive",2017-05-12 10:36:23,2017-05-13 02:36:23,"2017-5-13",2,6,255,1.26666666666667,0,4,9,1
"1885","Sum Qian Yu","1.02e+16","Lucy Tian","818443518307634_820321724786480",NA,2017-05-12 00:59:36,2017-05-12 16:59:36,"2017-5-12",16,5,2,0,0,0,0,0
"1886","Ah Fatt Liu","2.42e+14","Dearest Mum,               I have long wanted to express my heartfelt gratitude and sincerest appreciation for what for what you have done for me ,for my family and this little red dot.         In the 1960/1970s, you had to take on several jobsseamstress,an amah,going from street to street picking old cans/bottles and used clothings for sale and peddling homemade food like nasilemak and kueh kueh. You did all those jobs just to supplement dad's meagre as a manual worker.You had no eduaction but you could teach us to distinguish between right and wrong, support and encourage  us in our studies and all your five children have  always excelled in their studies and graduated from universities holding respectable jobslawyer,engineer,system manager and tutor attributed mainly to your efforts and diligence .            You donate  generously to temples, mosques and churches without discrimination and stress the importance of racial and ethnic tolerance and mutual respect for one anothera key criterion for survival of Singapore.              You imbue in me to visit old folks home, orphanages and shelter homes for exdrug addicts/offenders to cheer and bring hope and financial assistance whenever possible.               You  babysit for our neighbours' kids and elderly folks,sew their clothes and provide groceries and food to those in need.You love to whip up your favourite curry chicken,chicken rice,poh piah,cakes and desserts and invite friends,acquaintances and neighbours for the kampung spirit get together atmosphere.  Mum,thank you for everything you have done for the me ,the neighbours and the community and I hope the generous sponsor /organiser Grab will reward you as you have gone beyond helping and encouraging me as you are also the pride of our neighbours,the community and also our Nation being the pioneer generation, you are really that ""Here For Me""  who deserves a treat for your contributions from Grab as you have touched many lives too and this May is also your Diamond Wedding Anniversary to our beloved dad so I hope to win this reward for you .  The left photo here is more than 50 years ago when you carried a helpless toddler like me then but today thanks to your upbringing,I am successful in my own ventures and happily married with a daughter which is also your favourite grandaughter so it is now my turn to take good care of you and thank you for being my greatest driver throughout our life journeys because without you we are like passengers without destination On behalf of my siblings I want to wish you HAPPY MOTHER'S DAY and thank you Grab again for organising such a meaningful contest. #ridingwithmumSG","818443518307634_820486328103353","positive",2017-05-12 09:10:00,2017-05-13 01:10:00,"2017-5-13",1,6,428,1.72222222222222,0,3,30,1
"1887","Yap Johnnie","1.12e+15","Grabshare is a lousy scheme  that does not benefit Grab driver partners. Stop this lousy scheme. Or let us opt out of this scheme.","818653151620004_818898794928773",NA,2017-05-09 05:40:08,2017-05-09 21:40:08,"2017-5-9",21,2,24,0.5,0,1,1,0
"1888","Fez Abas","1.02e+16","I can't seem to use the promo code. The app shows it's invalid. Please advise. Thank you.","818381924980460_819001901585129",NA,2017-05-09 10:41:01,2017-05-10 02:41:01,"2017-5-10",2,3,17,1.5,0,0,2,0
"1889","KH Ong","1.02e+16","Today still got right?","818381924980460_820056988146287",NA,2017-05-11 12:22:28,2017-05-12 04:22:28,"2017-5-12",4,5,4,0,0,0,0,0
"1890","Winnie Choong","1.91e+15","Useless promo as fully redeem always... And price marked up whenever there's promo. Jus tested, distance jus 5 bus stops away price is $10. Too ex.","818381924980460_819042794914373",NA,2017-05-09 12:20:46,2017-05-10 04:20:46,"2017-5-10",4,3,26,-1.5,0,2,0,0
"1891","Why Not Deals Singapore","9.53e+14","This JUSTWIN Promo Code has been featured at https://www.whynotdeals.com/deals/grabsingapore4offjustgrabridesjustwinpromocodeends811may2017/","818381924980460_818395221645797",NA,2017-05-08 07:05:17,2017-05-08 23:05:17,"2017-5-8",23,1,9,0,0,0,0,0
"1892","Tan Marc","1.72e+15","So Grab is starting to be like Comfortdelgro, an app that roll out promo code only to be invalid when passenger wants to use it.","818381924980460_821123668039619",NA,2017-05-13 10:23:34,2017-05-14 02:23:34,"2017-5-14",2,0,25,0,0,0,0,0
"1893","ThanPui Lan","1.02e+16","Hi i have apply android promotion code but not reflected in it for the discount. Please kindly advisr","818381924980460_820916494727003",NA,2017-05-13 01:38:52,2017-05-13 17:38:52,"2017-5-13",17,6,18,1,0,0,1,0
"1894","Hiroshikii Mujiwa Fujikage","1.97e+15","Dammit, why not till Friday? I have sch on Fri and I don't mind a $4 off my justgrab ride xD","818381924980460_818748174943835",NA,2017-05-08 23:17:30,2017-05-09 15:17:30,"2017-5-9",15,2,21,0,0,0,0,0
"1895","Alenzo Gill","9.67e+14","0","818381924980460_818667434951909",NA,2017-05-08 19:00:05,2017-05-09 11:00:05,"2017-5-9",11,2,0,0,0,0,0,0
"1896","Shahira Ismail","1.02e+16","I can't use the promo code too","818381924980460_819020774916575",NA,2017-05-09 11:33:24,2017-05-10 03:33:24,"2017-5-10",3,3,7,0,0,0,0,0
"1897","Tanvi Agrawal","1.6e+15","I tried not but it was invalid","818381924980460_819442718207714",NA,2017-05-10 08:37:41,2017-05-11 00:37:41,"2017-5-11",0,4,7,0,0,0,0,0
"1898","Iris Ng","1.02e+16","From what time?","818381924980460_818516221633697",NA,2017-05-08 12:46:19,2017-05-09 04:46:19,"2017-5-9",4,2,3,0,0,0,0,0
"1899","Veerpal Pandher","8.23e+14","Jai baba dii","818381924980460_818921204926532",NA,2017-05-09 07:10:58,2017-05-09 23:10:58,"2017-5-9",23,2,3,0,0,0,0,0
"1900","Kenny Tan","3.09e+14","Ya. Big difference coz the fare is dirt cheap.","818381924980460_818598621625457",NA,2017-05-08 15:56:08,2017-05-09 07:56:08,"2017-5-9",7,2,9,-0.5,0,1,1,0
"1901","Lee Yu Ming","1.02e+16","Price only reflected after the ride?","818381924980460_819420198209966",NA,2017-05-10 07:13:04,2017-05-10 23:13:04,"2017-5-10",23,3,6,0,0,0,0,0
"1902","Ayang Ayumie","1.85e+14","always cannot get any valid promo code.","818381924980460_819743141511005",NA,2017-05-10 22:40:54,2017-05-11 14:40:54,"2017-5-11",14,4,7,0,0,0,0,0
"1903","Ekcha Fissabilillah","2.82e+14","Nypo jem","818381924980460_818504044968248",NA,2017-05-08 12:21:49,2017-05-09 04:21:49,"2017-5-9",4,2,2,0,0,0,0,0
"1904","Minmin Min","1.02e+16","Yfa Sari here!","818381924980460_818504668301519",NA,2017-05-08 12:23:22,2017-05-09 04:23:22,"2017-5-9",4,2,3,0,0,0,0,0
"1905","Syaziriyanti Yantee","4.3e+14","Natasha Roslan utk bsok hahaha","818381924980460_818624894956163",NA,2017-05-08 16:59:29,2017-05-09 08:59:29,"2017-5-9",8,2,5,3,0,0,1,0
"1906","Nicolene Tan","1.02e+16","Sean Paul Goh for u","818381924980460_818515138300472",NA,2017-05-08 12:42:56,2017-05-09 04:42:56,"2017-5-9",4,2,5,0,0,0,0,0
"1907","Sebastian Lin","1.68e+15","Katherine Tiong Te Lee Hwa FYI","818381924980460_818405481644771",NA,2017-05-08 07:33:15,2017-05-08 23:33:15,"2017-5-8",23,1,6,0,0,0,0,0
"1908","Nico Lee","5.03e+14","Teng Sin Hui Teng Jie Hong","818381924980460_818780124940640",NA,2017-05-09 01:08:01,2017-05-09 17:08:01,"2017-5-9",17,2,6,0,0,0,0,0
"1909","Lannice Wu","1.02e+16","Steve ","818381924980460_818440911641228",NA,2017-05-08 09:38:57,2017-05-09 01:38:57,"2017-5-9",1,2,2,0,0,0,0,0
"1910","Weiting Chan","1.02e+16","Lam Soonteck","818381924980460_818401474978505",NA,2017-05-08 07:16:12,2017-05-08 23:16:12,"2017-5-8",23,1,2,0,0,0,0,0
"1911","Daniel Xie M S","1.02e+16","Then Meiqi Felicia Cheng Martin Lim","818381924980460_819073064911346",NA,2017-05-09 13:35:35,2017-05-10 05:35:35,"2017-5-10",5,3,6,0,0,0,0,0
"1912","Dion Swlow","1.02e+16","Summer Low","818381924980460_818441528307833",NA,2017-05-08 09:40:25,2017-05-09 01:40:25,"2017-5-9",1,2,2,0,0,0,0,0
"1913","Jason Huang","1.02e+16","I dunno any one who throw away eggs and still lived till adulthood. This is asia, u do that, u r dead!","818073248344661_818438688308117",NA,2017-05-08 09:30:50,2017-05-09 01:30:50,"2017-5-9",1,2,22,-3,0,1,0,0
"1914","Hazel Hauw","9.51e+14","The truth is, I will never survive under those circumstances which the kids in the video do. Before I even do it, my mum will hit me hard and upside down, and even chase me out of the house. The mums in the video, to me, is fake.","818073248344661_819114661573853",NA,2017-05-09 15:15:47,2017-05-10 07:15:47,"2017-5-10",7,3,48,-2,0,2,0,0
"1915","May Khaing","1.56e+15","You sure this is in asia? All the moms in my community where i grew up would be bearing their slippers/ wooden spoon/canes etc the moment one dare to be so wasteful with eggs like that XD","818073248344661_820746501410669",NA,2017-05-12 17:20:19,2017-05-13 09:20:19,"2017-5-13",9,6,37,0,0,0,0,0
"1916","Claudine Bctc","1.71e+15","These look like brats to me. Sorry to judge but no child should get away with such behaviour and no parent should allow their child to get a chance to behave in such a way in the first place. When the children grow up what are they going to teach their own kids?","818073248344661_820982251387094",NA,2017-05-13 04:11:58,2017-05-13 20:11:58,"2017-5-13",20,6,53,0.5,0,3,2,0
"1917","Kivicky Shi Bei","1.02e+16","If i was to act like those kid when i am at their age, my mom will just give me a slap on the face straight away.","818073248344661_819401888211797",NA,2017-05-10 06:11:56,2017-05-10 22:11:56,"2017-5-10",22,3,27,0.5,0,0,1,0
"1918","Sher Li Tan","1.02e+16","Can't remember my car rides with Mom anymore but Grandma Rmary Rmay thank you for showering your love to the minime's in our family and for that hidden 'you tiau' beside the driver's seat ;)","818073248344661_818752168276769","positive",2017-05-08 23:35:26,2017-05-09 15:35:26,"2017-5-9",15,2,35,2.5,0,0,2,0
"1919","Suresh Sharma","1.02e+16","Sunita Geet Kaur Krisinder Kaur Sarah Mangeet you ladies have the power of ability to write good stories about ma...show Ur talent n win 350 bucks of free ride.","818073248344661_818503764968276",NA,2017-05-08 12:20:52,2017-05-09 04:20:52,"2017-5-9",4,2,29,2.5,0,0,3,1
"1920","Sally Shin","1.02e+16","Shanz Lys Hooi Ming Ming Karthingkar u guys will nt meet me if i had wasted the egg like the child in this video. I am dead","818073248344661_820982604720392",NA,2017-05-13 04:13:54,2017-05-13 20:13:54,"2017-5-13",20,6,27,-1.66666666666667,0,2,0,0
"1921","Munira Bamadhaj","1.02e+16","FatmaBamadhaj Aafaf Bamadhaj it'll be cool if we can find that video where we had to stop the car and swap 2 babies to calm them down. ","818073248344661_818462878305698",NA,2017-05-08 10:33:18,2017-05-09 02:33:18,"2017-5-9",2,2,28,0.666666666666667,0,1,2,0
